Dataset,NetworkName,Encoding,1st Hidden Units,2nd Hidden Units,3rd Hidden Units,Window Size,Padding,Batch Size,LR,Epochs,ML_Dataset,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Recall,Precision,Specificity,F1 score,AUROC,Test Run Time (s),Train time (s)

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Train,[195555  25463  65146  94512  83321  20784  23156  29601  64859],[83854 11979 37361 12284 28314  4546  1620  4534  9928],[451697 693991 671226 684735 672653 770430 768614 757711 709059],[65711 65384 23084  5286 12529  1057  3427  4971 12971],"[0.81229693 0.90290995 0.92414193 0.97794977 0.94874231 0.99296827
 0.99366605 0.98807129 0.97126191]","[0.74849004 0.28028443 0.73836564 0.94703301 0.86928534 0.95160478
 0.87108302 0.85621312 0.8333419 ]","[0.69988798 0.68006517 0.63552733 0.88497697 0.74636987 0.82052902
 0.93461414 0.86717445 0.86724966]","[0.84342481 0.98303186 0.94727394 0.98237638 0.95960723 0.99413401
 0.99789674 0.99405178 0.98619168]","[0.72337356 0.39696311 0.68309767 0.91495397 0.80315204 0.88121939
 0.90173095 0.86165893 0.84995774]",0.9644892848018612,53.01576638221741,685.6049580574036

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Validation,[48744  5371 10153  3188  7169  1542   861  3221  7378],[54483  5668 24556  7253 16170  2176  1041  1581  4424],[ 84964 178047 157483 182605 173505 188854 197222 179381 180419],[16788 15893 12787 11933  8135 12407  5855 20796 12758],"[0.65230097 0.89481362 0.81782036 0.90640017 0.88142688 0.92885613
 0.96635753 0.89083272 0.91617678]","[0.74381981 0.25258653 0.44258936 0.21083262 0.46843962 0.11054556
 0.12820131 0.13411334 0.36640842]","[0.47220204 0.48654769 0.29251779 0.30533474 0.30716826 0.41473911
 0.45268139 0.67076218 0.62514828]","[0.60929242 0.96914786 0.86510583 0.96179776 0.91474891 0.98860912
 0.9947494  0.99126336 0.97606618]","[0.57767586 0.33253877 0.35223508 0.24943275 0.37103745 0.17456274
 0.19981434 0.22353309 0.46202016]",0.8051947841678649,9.074187517166138,685.6049580574036

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Test,[29117  6005 11798  6217 10822  8887  5056  6458  8260],[57513  5595 27481  8772 21299  4981   639  1008  4854],[115629 197954 173151 196707 180908 199393 201370 203701 197141],[22503 15208 12332 13066 11733 11501 17697 13595 14507],"[0.64399676 0.90744432 0.82286596 0.90283945 0.85303566 0.9266691
 0.91842037 0.93502905 0.91385999]","[0.56406432 0.28308113 0.48893494 0.32240834 0.47980492 0.43589366
 0.22221246 0.32204658 0.36280582]","[0.33610758 0.51767241 0.30036406 0.41477083 0.33691355 0.64082781
 0.88779631 0.86498795 0.62986122]","[0.66782756 0.97251276 0.86302783 0.95730951 0.89466735 0.97562802
 0.99683677 0.99507594 0.9759697 ]","[0.42122242 0.36601347 0.37212383 0.36280345 0.39585924 0.51885801
 0.35545557 0.46934845 0.4604108 ]",0.8297836314558527,10.054117679595947,685.6049580574036

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Train,[209304  40509  60565  96583  89296  21351  26193  28805  69782],[77340 21949 12982  6959 21949  1630  2357  2105  7158],[458211 684021 695605 690060 679018 773346 767877 760140 711829],[51962 50338 27665  3215  6554   490   390  5767  8048],"[0.83772686 0.9092803  0.94898829 0.9872317  0.96422893 0.99733941
 0.99655253 0.99012069 0.98091657]","[0.80111457 0.44590355 0.68644452 0.96778493 0.93162233 0.97756513
 0.98532897 0.83318871 0.89659514]","[0.73018797 0.64857985 0.82348702 0.93279056 0.80269675 0.92907184
 0.91744308 0.93189906 0.90696647]","[0.85558798 0.96890944 0.98167903 0.99001605 0.96868754 0.99789671
 0.99693989 0.99723842 0.99004433]","[0.76400869 0.52847591 0.74874673 0.94996557 0.86236751 0.9527018
 0.95017503 0.87978376 0.90175099]",0.9748774959137795,47.502328634262085,540.3515756130219

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Validation,[51807  8518  6591  4214  8634   624  1549  2358  6662],[64647 10197 10724  5511 14893  1146  2413   984  3507],[ 74800 173518 171315 184347 174782 189884 195850 179978 181336],[13725 12746 16349 10907  6670 13325  5167 21659 13474],"[0.61765839 0.88807146 0.86792306 0.91990399 0.89480386 0.92940252
 0.9630206  0.88953503 0.91715737]","[0.79056034 0.40058315 0.28731473 0.27868527 0.56416623 0.04473439
 0.23064324 0.09818046 0.33085022]","[0.44487094 0.45514293 0.38065261 0.4333162  0.36698262 0.35254237
 0.39096416 0.70556553 0.65512833]","[0.53640451 0.94449555 0.94108955 0.97097304 0.92148148 0.99400094
 0.9878293  0.99456239 0.98102714]","[0.56935149 0.42612371 0.32746243 0.33920953 0.44469625 0.07939436
 0.29012924 0.17237472 0.43966342]",0.8249488436880763,7.819597482681274,540.3515756130219

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Test,[33024  9643  9346  6602 12769  9564  6823  5455  9310],[66523  9444 15291  5367 18153  1965   964   466  4053],[106619 194105 185341 200112 184054 202409 201045 204243 197942],[18596 11570 14784 12681  9786 10824 15930 14598 13457],"[0.62129275 0.90650555 0.86619179 0.91970173 0.87569518 0.94309981
 0.92483605 0.93297799 0.92209537]","[0.63975203 0.45457974 0.38731869 0.34237411 0.56612724 0.46909947
 0.29987254 0.27202912 0.4089252 ]","[0.33174279 0.50521297 0.37934813 0.55159161 0.41294224 0.82956024
 0.87620393 0.92129708 0.69669984]","[0.61578935 0.95360331 0.92378584 0.97388054 0.91022566 0.99038527
 0.99522794 0.9977236  0.97993515]","[0.43692076 0.47856079 0.38329198 0.42250096 0.4775511  0.59930445
 0.44682384 0.42003542 0.5153612 ]",0.8438608510186687,8.548311948776245,540.3515756130219

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Train,[186390  41167  55343  90872  72469  16431  17020  25765  65953],[86152 22724 23795 36014 27697  2043  1979  4518 20485],[449399 683246 684792 661005 673270 772933 768255 757727 698502],[74876 49680 32887  8926 23381  5410  9563  8807 11877],"[0.79791094 0.90913346 0.92886447 0.9436006  0.93589745 0.99064653
 0.98551487 0.98327721 0.95938591]","[0.71341085 0.4531465  0.6272583  0.91055933 0.75606677 0.75230072
 0.64025881 0.74525628 0.84739818]","[0.68389459 0.64433175 0.6993227  0.71617042 0.72348901 0.88941215
 0.89583662 0.85080738 0.76300932]","[0.8391339  0.96781166 0.96641908 0.94833139 0.96048744 0.99736379
 0.99743065 0.99407277 0.97150853]","[0.69834098 0.53208649 0.66133311 0.80175045 0.73941923 0.81513084
 0.74678601 0.79454167 0.80299267]",0.9573279061293465,32.5587375164032,183.35636281967163

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Validation,[46022  8776  9824  8391  9452  1466   360  6087 12493],[39524  8347 11618 15577 13005  1119  2419  1446  9053],[ 99923 175368 170421 174281 176670 189911 195844 179516 175790],[19510 12488 13116  6730  5852 12483  6356 17930  7643],"[0.71199977 0.89835544 0.87933398 0.89117422 0.90800521 0.93364198
 0.95719074 0.90547324 0.91854775]","[0.70228285 0.41271633 0.4282476  0.55492362 0.61761631 0.10509714
 0.05360334 0.25344548 0.62043107]","[0.53797957 0.51252701 0.45816622 0.35009179 0.42089326 0.56711799
 0.129543   0.8080446  0.5798292 ]","[0.71656615 0.9545655  0.93617851 0.91795447 0.93143535 0.99414228
 0.98779903 0.99200937 0.9510233 ]","[0.6092482  0.45723813 0.442702   0.42932794 0.50062234 0.17733156
 0.07582938 0.38586371 0.5994434 ]",0.858975966031915,4.564930438995361,183.35636281967163

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_32_0,One_hot,21,32,32,3,0,512,0.001,10,Test,[26406  9184 11166  9869 14999  8401  5889  9014 14036],[45881  8145 14780 15975 19080  1198   764   826  9149],[127261 195404 185852 189504 183127 203176 201245 203883 192846],[25214 12029 12964  9414  7556 11987 16864 11039  8731],"[0.68368763 0.91024283 0.87656276 0.88704051 0.88149242 0.94133795
 0.92157037 0.94721083 0.92044919]","[0.51154591 0.43294206 0.46274347 0.51179796 0.66499667 0.41205611
 0.25882301 0.4495088  0.61650635]","[0.3652939  0.52997865 0.43035535 0.38186813 0.44012442 0.87519533
 0.88516459 0.91605691 0.60539142]","[0.73500941 0.95998507 0.92633279 0.92225483 0.90564125 0.9941382
 0.99621799 0.995965   0.9547068 ]","[0.42622289 0.47657101 0.44596214 0.43738782 0.52968182 0.56030947
 0.4005305  0.60308433 0.61089833]",0.8703801760066923,5.160190105438232,183.35636281967163

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Train,[219359  34939  62587  99286  90678  21394  21916  33070  76790],[78332 16751  7965  9355 11419   834   246  1939  9957],[457219 689219 700622 687664 689548 774142 769988 760306 709030],[41907 55908 25643   512  5172   447  4667  1502  1040],"[0.84910086 0.90881344 0.95782219 0.98761698 0.97917841 0.99839235
 0.99383422 0.99568157 0.98619884]","[0.83960025 0.38459168 0.7093619  0.99486964 0.94604069 0.9795339
 0.82443667 0.95655444 0.98663754]","[0.73686809 0.67593345 0.88710455 0.9138907  0.88815538 0.96247976
 0.98889992 0.94461424 0.88521793]","[0.85373569 0.97627236 0.98875932 0.98657856 0.98370965 0.99892384
 0.99968062 0.9974562  0.98615135]","[0.78488685 0.49024464 0.78833873 0.95266241 0.91618464 0.97093195
 0.89921018 0.95054684 0.93318021]",0.9790758326933128,56.07218027114868,877.4119486808777

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Validation,[53615  7194  5153  2958  4828   723   436  3184  5252],[76960  9846  9416  6928 11114  1238   338  1024  4772],[ 62487 173869 172623 182930 178561 189792 197925 179938 180071],[11917 14070 17787 12163 10476 13226  6280 20833 14884],"[0.56640924 0.88332463 0.86728884 0.90686363 0.89467214 0.92943667
 0.96771377 0.89336956 0.90410725]","[0.81814991 0.33831828 0.22462947 0.19562198 0.31547308 0.05183167
 0.06491959 0.13257276 0.26082638]","[0.41060693 0.4221831  0.3536962  0.29921101 0.30284782 0.36868944
 0.56330749 0.75665399 0.52394254]","[0.44810573 0.94640612 0.94827482 0.96350957 0.94140503 0.99351934
 0.99829519 0.99434135 0.9741835 ]","[0.54679333 0.37562657 0.27476072 0.23657376 0.30903156 0.09088624
 0.1164219  0.22561559 0.34827586]",0.8011595836473826,10.281886100769043,877.4119486808777

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Test,[37847  8332  8166  6841  9139  7358  2163  4651  8495],[84079  9594 11744  8901 10162  1250   155   749  5136],[ 89063 193955 188888 196578 192045 203124 201854 203960 196859],[13773 12881 15964 12442 13416 13030 20590 15402 14272],"[0.56464171 0.90000534 0.87672293 0.90504178 0.89509793 0.93646613
 0.90770237 0.92814177 0.91365088]","[0.73318481 0.39277801 0.33841691 0.35476845 0.40518732 0.36089857
 0.09506439 0.23193537 0.37312777]","[0.31040959 0.46479973 0.41014566 0.43456994 0.47349878 0.85478625
 0.93313201 0.8612963  0.6232118 ]","[0.51439281 0.95286639 0.94146497 0.9566817  0.94974457 0.99388376
 0.99923271 0.99634115 0.97457363]","[0.43616102 0.42576458 0.37084469 0.39063526 0.43668769 0.50751828
 0.17254996 0.3654579  0.46678389]",0.8367353421934614,11.36411190032959,877.4119486808777

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Train,[208507  47992  78173  98404  93787  21468  26042  33837  66830],[53507 24867 14597  4646 17315  1123  1256  2585  1881],[482044 681103 693990 692373 683652 773853 768978 759660 717106],[52759 42855 10057  1394  2063   373   541   735 11000],"[0.86663688 0.91500934 0.9690594  0.99241984 0.97568074 0.99812253
 0.99774478 0.99583342 0.98383443]","[0.79806404 0.52827281 0.88601383 0.98603178 0.97847679 0.98292203
 0.97964865 0.97874002 0.85866632]","[0.79578572 0.65869694 0.84265388 0.95491509 0.84415222 0.95028994
 0.9539893  0.92902641 0.97262447]","[0.90008981 0.96477612 0.97939985 0.99333447 0.97529841 0.99855092
 0.99836933 0.9966087  0.99738382]","[0.79692325 0.58631938 0.86379006 0.97022401 0.90636476 0.96633057
 0.96664873 0.95323548 0.91209969]",0.9828673158174427,50.84149622917175,722.6352832317352

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Validation,[51243 10184  8276  3670  7061   852   891  2412  3483],[66424 12816 14860  4033 14691  1245   746   960  1132],[ 73023 170899 167179 185825 174984 189785 197517 180002 183711],[14289 11080 14664 11451  8243 13097  5825 21605 16653],"[0.60623771 0.8834222  0.85596573 0.92446055 0.88811537 0.93003186
 0.96794306 0.88991555 0.91323501]","[0.78195385 0.47893153 0.36076722 0.24270882 0.46138265 0.06107965
 0.13266825 0.10042886 0.17297378]","[0.43549168 0.44278261 0.35771093 0.47643775 0.32461383 0.40629471
 0.54428833 0.71530249 0.75471289]","[0.52366132 0.93023977 0.91836914 0.97875781 0.92254646 0.9934827
 0.99623732 0.99469502 0.99387588]","[0.55942445 0.4601482  0.35923257 0.32159131 0.38109888 0.10619469
 0.21333653 0.1761291  0.28144317]",0.8274723017861108,8.783245325088501,722.6352832317352

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Test,[33004 11561 11281  6247 11906  8820  5969  5105  5851],[68583 13311 16265  4294 18119  1716   630   777  1323],[104559 190238 184367 201185 184088 202658 201379 203932 200672],[18616  9652 12849 13036 10649 11568 16784 14948 16916],"[0.61203851 0.89783415 0.87046743 0.92289622 0.87200683 0.94089748
 0.92252249 0.93003711 0.91885194]","[0.63936459 0.54499599 0.46750932 0.32396411 0.52786522 0.43260742
 0.26233903 0.25457538 0.25699477]","[0.32488409 0.46481988 0.40953314 0.59263827 0.39653622 0.83712984
 0.90453099 0.86790207 0.81558405]","[0.6038916  0.93460543 0.91893118 0.97910249 0.9103938  0.99160363
 0.99688133 0.99620437 0.99345033]","[0.43084193 0.50172507 0.436605   0.41892436 0.45287181 0.57043073
 0.40671845 0.3936765  0.39083531]",0.8478365758678748,9.712481498718262,722.6352832317352

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Train,[212064  42383  57098  94194  84293  20431  24720  15553  65237],[95982 18556 10553 20444 23932   753  1423   331  8870],[439569 687414 698034 676575 677035 774223 768811 761914 710117],[49202 48464 31132  5604 11557  1410  1863 19019 12593],"[0.81779505 0.91589035 0.9476856  0.96730993 0.95546154 0.99728545
 0.99587609 0.97571588 0.97306408]","[0.81167852 0.46653164 0.6471495  0.94384657 0.87942619 0.93544252
 0.92991762 0.44987273 0.83819864]","[0.68841667 0.69549878 0.84400822 0.82166472 0.7788681  0.96445431
 0.9455686  0.97916142 0.8803082 ]","[0.82077897 0.9737156  0.98510698 0.97066938 0.96585859 0.99902836
 0.99815251 0.99956576 0.9876632 ]","[0.74498342 0.5584573  0.73258447 0.87852786 0.82609825 0.9497269
 0.93767781 0.61649754 0.8587375 ]",0.972255372463946,33.91309189796448,220.13578629493713

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Validation,[51062  8508  8320  7724  8821  1349  1245  1977  8822],[55653  8390  8940 12335 12677   823  2210   253  5870],[ 83794 175325 173099 177523 176998 190207 196053 180709 178973],[14470 12756 14620  7397  6483 12600  5471 22040 11314],"[0.65790154 0.89683821 0.8850614  0.90373648 0.90652701 0.93451524
 0.96252787 0.89124252 0.91616702]","[0.77919185 0.40011287 0.36268527 0.51081278 0.57638526 0.09670944
 0.1853782  0.08231669 0.43812078]","[0.47848943 0.50349154 0.4820394  0.38506406 0.41031724 0.62108656
 0.36034732 0.88654709 0.60046284]","[0.60090213 0.95433144 0.95088964 0.93503039 0.93316462 0.99569178
 0.98885319 0.99860192 0.96824332]","[0.59289276 0.44588858 0.41393035 0.43911313 0.47937612 0.16735934
 0.24481369 0.15064579 0.50660388]",0.8513968919063936,4.899972438812256,220.13578629493713

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_64_0,One_hot,21,32,64,3,0,512,0.001,10,Test,[31872  9257 10541  9578 16099 10861  7739  3173 11198],[59334  7807  9000 12235 16912  1463  1412   203  6078],[113808 195742 191632 193244 185295 202911 200597 204506 195917],[19748 11956 13589  9705  6456  9527 15014 16880 11569],"[0.64815227 0.91207144 0.89949814 0.90238563 0.89603225 0.95110383
 0.92691825 0.92399516 0.92148584]","[0.6174351  0.43638335 0.43684211 0.49670694 0.71376635 0.53271532
 0.34013097 0.15823069 0.49185224]","[0.34945069 0.54248711 0.53942992 0.43909595 0.48768592 0.88128854
 0.84569992 0.93986967 0.64818245]","[0.65731018 0.9616456  0.95514175 0.9404562  0.91636294 0.99284156
 0.99301021 0.99900835 0.96991015]","[0.44630529 0.48368472 0.48274599 0.46612809 0.57945506 0.66403766
 0.48514293 0.2708609  0.55929875]",0.8808189822149269,5.570225238800049,220.13578629493713

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Train,[231916  47892  85445  99585  89943  21815  26481  34269  77346],[46291 18096  8328  3524  2077  1162   500   500  1647],[489260 687874 700259 693495 698890 773814 769734 761745 717340],[29350 42955  2785   213  5907    26   102   303   484],"[0.90507105 0.9233814  0.98605326 0.99531009 0.98998013 0.99850907
 0.99924449 0.99899224 0.99732561]","[0.88766238 0.52717206 0.96843477 0.99786569 0.93837246 0.99880958
 0.99616296 0.99123568 0.99378132]","[0.83360951 0.72576832 0.91118979 0.96582258 0.97742882 0.94942769
 0.98146844 0.98561937 0.97915005]","[0.91356379 0.97436718 0.98824703 0.99494418 0.99703695 0.9985006
 0.99935085 0.99934404 0.99770928]","[0.85978724 0.61073102 0.93894057 0.9815827  0.95750253 0.97349279
 0.98876111 0.98841955 0.98641143]",0.9899743327471346,59.331098794937134,1193.3041315078735

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Validation,[55576  8349  5559  2128  3697   432   428  1469  2240],[88337 13404  9651  4162  5119  1062  1239   533  1594],[ 51110 170311 172388 185696 184556 189968 197024 180429 183249],[ 9956 12915 17381 12993 11607 13517  6288 22548 17896],"[0.52047283 0.87160148 0.86812308 0.9163085  0.9184014  0.92887564
 0.96327917 0.88739822 0.90491709]","[0.84807422 0.39263544 0.24232781 0.14073143 0.24157083 0.03096996
 0.06372841 0.06116501 0.11124354]","[0.38617776 0.38380913 0.36548323 0.33831479 0.41935118 0.28915663
 0.25674865 0.73376623 0.58424622]","[0.36651918 0.92703916 0.94698389 0.97807835 0.97301173 0.99444066
 0.99375073 0.99705463 0.99137647]","[0.5306978  0.38817212 0.29142857 0.19877633 0.30655058 0.05594768
 0.10211142 0.11291748 0.18690029]",0.7798022966552384,12.887046575546265,1193.3041315078735

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Test,[42098 10501  9890  6068  5872  9877  3580  2894  5617],[94052 11679 10072  4724  3705  1519   501   302  1811],[ 79090 191870 190560 200755 198502 202855 201508 204407 200184],[ 9522 10712 14240 13215 16683 10511 19173 17159 17150],"[0.53918367 0.90037907 0.89183225 0.92018669 0.90929072 0.94647672
 0.91246741 0.92231338 0.91563965]","[0.81553661 0.49502663 0.40986324 0.31468133 0.26034139 0.48445164
 0.15734189 0.14431756 0.24671674]","[0.30920308 0.47344454 0.49544134 0.56226835 0.61313564 0.86670762
 0.87723597 0.90550688 0.75619278]","[0.45679269 0.94262315 0.94979864 0.97700982 0.98167719 0.99256755
 0.99751991 0.99852474 0.99103443]","[0.44839964 0.48399511 0.44860746 0.40352452 0.36549234 0.62150768
 0.26682567 0.24895694 0.37204835]",0.8467464867916318,14.138729333877563,1193.3041315078735

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Train,[246950  50280  79545  98812  91531  21582  26576  33659  76320],[53559 12397  1828   504  2347    77   246   157   447],[481992 693573 706759 696515 698620 774899 769988 762088 718540],[14316 40567  8685   986  4319   259     7   913  1510],"[0.91481733 0.93353053 0.98680626 0.99813006 0.99163421 0.99957832
 0.99968249 0.99865716 0.99754398]","[0.94520527 0.55345801 0.90156409 0.99012004 0.95494001 0.98814157
 0.99973667 0.97359135 0.98059874]","[0.82177239 0.80220815 0.97753555 0.99492529 0.97499947 0.9964449
 0.99082842 0.99535723 0.99417719]","[0.89999272 0.98243976 0.99742022 0.99927692 0.99665177 0.99990064
 0.99968062 0.99979403 0.99937829]","[0.87917761 0.65501159 0.93801407 0.99251685 0.96486549 0.99227586
 0.99526262 0.98435398 0.98734128]",0.9928700619717861,54.01471257209778,1030.554565668106

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Validation,[59840  8969  2709  1466  2747   224   433   455  1709],[106696   8969   3142   1120   4395    340    774    277    714],[ 32751 174746 178897 188738 185280 190690 197489 180685 184129],[ 5692 12295 20231 13655 12557 13725  6283 23562 18427],"[0.45170969 0.89626254 0.88597369 0.92791945 0.91729885 0.93138321
 0.96557208 0.88370028 0.9066197 ]","[0.91314167 0.4217927  0.11809067 0.09695126 0.17949556 0.0160585
 0.0644729  0.01894491 0.08487286]","[0.35932171 0.5        0.46299778 0.56689869 0.38462616 0.39716312
 0.35874068 0.6215847  0.70532398]","[0.23486342 0.95117982 0.98273996 0.99410085 0.97682879 0.99822017
 0.99609609 0.99846929 0.99613726]","[0.51571091 0.45757869 0.18818381 0.16558423 0.24476521 0.03086888
 0.10930203 0.03676916 0.15151381]",0.7976301766410665,11.377700805664062,1030.554565668106

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Test,[45766 11411  7357  4955  5649  8190  4305  1869  4690],[110484   9864   3402   1430   3486    442    361    269    832],[ 62658 193685 197230 204049 198721 203932 201648 204440 201163],[ 5854  9802 16773 14328 16906 12198 18448 18184 18077],"[0.48239471 0.912503   0.91023839 0.92989028 0.90927292 0.94376274
 0.91631593 0.91789982 0.91587101]","[0.88659434 0.53792486 0.30489018 0.25696209 0.25045444 0.40170689
 0.18920582 0.09320301 0.20599991]","[0.2929024  0.53635723 0.68379961 0.77603759 0.6183908  0.94879518
 0.9226318  0.87418148 0.84932995]","[0.36188793 0.95153992 0.98304358 0.99304065 0.98276024 0.9978373
 0.99821295 0.99868594 0.99588109]","[0.4403329  0.5371399  0.42173751 0.38608384 0.35651625 0.56443832
 0.31401583 0.16844667 0.33157765]",0.8439407675759419,12.553908586502075,1030.554565668106

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Train,[224640  47258  69152  85738  89564  21749  26450  33440  73459],[70739 16651  9321  2003 17371   432   857  2267  5726],[464812 689319 699266 695016 683596 774544 769377 759978 713261],[36626 43589 19078 14060  6286    92   133  1132  4371],"[0.86525764 0.9243992  0.96435945 0.97984104 0.97031062 0.99934238
 0.99875756 0.99573428 0.98732833]","[0.85981337 0.52019329 0.78376969 0.85911541 0.93441836 0.99578774
 0.9949968  0.96725674 0.94383914]","[0.76051446 0.73945767 0.88122029 0.97717145 0.83755552 0.98052387
 0.96861611 0.93651105 0.92768832]","[0.86791361 0.97641401 0.98684565 0.99712633 0.97521852 0.99944256
 0.99888735 0.99702589 0.99203602]","[0.80712124 0.61074207 0.82964314 0.91434848 0.8833395  0.98809686
 0.98162924 0.95163562 0.93569404]",0.9829249180055021,30.021870374679565,259.0571618080139

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Validation,[51353  8954  9193  3207  9527  1699  1211  4645  9187],[58220  8556 11659  2610 14288   922  3006  1956  4786],[ 81227 175159 170380 187248 175387 190108 195257 179006 180057],[14179 12310 13747 11914  5777 12250  5505 19372 10949],"[0.64679796 0.89820421 0.8760556  0.92914396 0.90211192 0.93573976
 0.95847867 0.89595032 0.92323604]","[0.78363242 0.42108728 0.40074106 0.21208915 0.62251699 0.12180085
 0.18031566 0.19340467 0.45624752]","[0.46866473 0.51136493 0.44086898 0.55131511 0.40004199 0.64822587
 0.28717097 0.70368126 0.65748229]","[0.58249371 0.95342786 0.93595328 0.98625288 0.92467115 0.99517353
 0.98483832 0.9891911  0.97410776]","[0.5865395  0.46185588 0.41984837 0.30633298 0.48707789 0.2050694
 0.22153114 0.30341629 0.5386848 ]",0.853113229019418,4.609642505645752,259.0571618080139

RefSeq,CNNNet_RefSeq_One_hot_2_32_3_128_0,One_hot,21,32,128,3,0,512,0.001,10,Test,[34302  9630 11901  6580 15360 11952  7230  8757 11330],[60388  7672 12065  2800 15324  1894  1298  1246  5033],[112754 195877 188567 202679 186883 202480 200711 203463 196962],[17318 11583 12229 12703  7195  8436 15523 11296 11437],"[0.6542743  0.9143316  0.89191233 0.93102482 0.89980958 0.95404027
 0.92516084 0.94419875 0.92672249]","[0.66450988 0.45396691 0.49320348 0.34123321 0.681002   0.58622719
 0.3177603  0.43669276 0.49765011]","[0.36225578 0.55658305 0.49657849 0.70149254 0.50058662 0.86320959
 0.8477955  0.87543737 0.69241582]","[0.6512227  0.96230883 0.93986503 0.9863733  0.92421627 0.99073268
 0.99357454 0.99391331 0.97508354]","[0.46889481 0.50006491 0.49488523 0.45912849 0.57702061 0.6982532
 0.46226144 0.58271227 0.57909532]",0.8798431860120629,5.17371392250061,259.0571618080139

RefSeq,LSTMNet_RefSeq_One_hot_2_32_3_256_0,One_hot,21,32,256,3,0,512,0.001,10,Train,[233258  80032  85200  99761  95133  21826  26583  34572  77794],[11472 24235  1237   510  3189    54   290   620  1051],[524079 681735 707350 696509 697778 774922 769944 761625 717936],[28008 10815  3030    37   717    15     0     0    36],"[0.95045286 0.95601248 0.99464494 0.99931352 0.995098   0.99991341
 0.99963605 0.9992219  0.99863582]","[0.89279891 0.88095369 0.96565794 0.99962925 0.99251956 0.99931322
 1.         1.         0.99953745]","[0.95312385 0.76756788 0.985689   0.99491378 0.96756575 0.99753199
 0.9892085  0.98238236 0.98667005]","[0.97857907 0.96567135 0.99825427 0.99926831 0.99545057 0.99993032
 0.99962349 0.99918661 0.99853822]","[0.92197567 0.82036143 0.97557066 0.99726594 0.97988381 0.99842181
 0.99457498 0.99111289 0.99306207]",0.9973535920724717,97.09025049209595,2298.456015110016

