Dataset,NetworkName,Encoding,1st Hidden Units,2nd Hidden Units,3rd Hidden Units,Window Size,Padding,Batch Size,LR,Epochs,ML_Dataset,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Recall,Precision,Specificity,F1 score,AUROC,Test Run Time (s),Train time (s)

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_64_0,One_hot,21,64,64,3,0,512,0.001,10,Validation,[56150 10527  6733  1555  5751   174   293   826  3552],[84340 12624 10346  1517  8063   524   199    87  1718],[ 55107 171091 171693 188341 181612 190506 198064 180875 183125],[ 9382 10737 16207 13566  9553 13775  6423 23191 16584],"[0.54277267 0.88603223 0.8704599  0.92641685 0.91405949 0.93024163
 0.96769425 0.88643715 0.9107128 ]","[0.8568333  0.49506208 0.2935048  0.10283711 0.37578411 0.01247401
 0.04362716 0.03439231 0.17640048]","[0.39967257 0.45471038 0.39422683 0.5061849  0.41631678 0.24928367
 0.59552846 0.90470975 0.6740038 ]","[0.3951824  0.93128487 0.94316602 0.99200982 0.95749044 0.99725698
 0.99899628 0.99951924 0.99070563]","[0.54508742 0.47402904 0.33649017 0.17094487 0.39501339 0.02375913
 0.08129856 0.06626554 0.27961899]",0.8170733124005011,9.391802549362183,840.3242175579071

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_64_0,One_hot,21,64,64,3,0,512,0.001,10,Test,[39580 12569 11159  4845  8932  7038  2625  1445  6640],[89761 14273 12759  1639  8533   240   119    29  2576],[ 83381 189276 187873 203840 193674 204134 201890 204680 199419],[12040  8644 12971 14438 13623 13350 20128 18608 16127],"[0.54707201 0.89803881 0.88552335 0.928471   0.90142462 0.93953604
 0.90991805 0.91708118 0.91678754]","[0.76675707 0.59251402 0.46245338 0.25125758 0.39600975 0.34520306
 0.1153694  0.07205904 0.2916502 ]","[0.30601279 0.4682587  0.46655239 0.74722394 0.51142285 0.96702391
 0.95663265 0.98032564 0.72048611]","[0.48157582 0.92987929 0.93640596 0.99202352 0.95780067 0.99882568
 0.99941092 0.99985834 0.98724721]","[0.43744232 0.52310894 0.46449384 0.37606241 0.44637681 0.50878334
 0.20590658 0.13425001 0.41522059]",0.8520232831148875,10.301140546798706,840.3242175579071

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_64_0,One_hot,21,64,64,3,0,512,0.001,10,Train,[219860  53020  62214  86770  82132  21730  26369  33516  75516],[78926 26912  6044  2767  8700   544  1034  3084  7679],[456625 679058 702543 694252 692267 774432 769200 759161 711308],[41406 37827 26016 13028 13718   111   214  1056  2314],"[0.84898415 0.91875299 0.95976491 0.98017738 0.97186556 0.99917798
 0.99843377 0.99480433 0.98745885]","[0.84151784 0.58361861 0.70513431 0.8694563  0.85688054 0.99491782
 0.99194974 0.96945505 0.97026853]","[0.73584438 0.66331382 0.9114536  0.96909657 0.90421878 0.97557691
 0.96226691 0.9157377  0.90769878]","[0.85262655 0.9618794  0.99147035 0.99603024 0.98758857 0.99929804
 0.99865755 0.99595406 0.9893197 ]","[0.78514138 0.62091943 0.79512806 0.91657644 0.87991344 0.98515244
 0.9768829  0.94183106 0.93794131]",0.9815880097293745,28.87734842300415,242.97998690605164

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_64_0,One_hot,21,64,64,3,0,512,0.001,10,Validation,[52254 10808  7666  3088  8023  1248   803  4483  8865],[64237 11859  8533  3140  9296  1073  2785  1795  5023],[ 75210 171856 173506 186718 180379 189957 195478 179167 179820],[13278 10456 15274 12033  7281 12701  5913 19534 11271],"[0.62183931 0.89113519 0.8838564  0.92597778 0.9191283  0.93280287
 0.95756638 0.89594544 0.92050893]","[0.79738143 0.5082769  0.33417611 0.2042193  0.52424203 0.08946878
 0.11956522 0.18665945 0.44025626]","[0.44856684 0.47681652 0.47323909 0.49582531 0.46324846 0.53769927
 0.22380156 0.71408092 0.63832085]","[0.5393447  0.93544893 0.95312543 0.98346132 0.95098985 0.99438308
 0.985953   0.99008079 0.97282559]","[0.57414722 0.49204434 0.39173203 0.28928755 0.49186157 0.15341119
 0.1558618  0.29595643 0.52110275]",0.8477803173824924,4.3640289306640625,242.97998690605164

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_64_0,One_hot,21,64,64,3,0,512,0.001,10,Test,[36416 11824 10488  7035 13435 12004  7930  9115 10708],[65163 11287  8232  2708  8644  1073  1378  1525  5797],[107979 192262 192400 202771 193563 203301 200631 203184 196198],[15204  9389 13642 12248  9120  8384 14823 10938 12059],"[0.64243511 0.90800936 0.90267928 0.9334585  0.92096529 0.95792438
 0.92791931 0.94455024 0.92055597]","[0.705463   0.55739405 0.43464567 0.36482912 0.59565507 0.58877771
 0.34852547 0.45454545 0.47032986]","[0.3584993  0.51161784 0.56025641 0.72205686 0.60849676 0.91794754
 0.85195531 0.85667293 0.6487731 ]","[0.62364418 0.94454898 0.95896966 0.98682104 0.95725173 0.99474982
 0.99317852 0.9925504  0.97130127]","[0.4754078  0.53352586 0.48952159 0.48473782 0.60200744 0.71740625
 0.49468201 0.5939465  0.54532491]",0.8864717338426786,4.900024890899658,242.97998690605164

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Train,[236734  51335  84696  99647  94925  21821  26485  34075  75229],[43017 17340  3376  1877  5374   251   241   168   226],[492534 688630 705211 695142 695593 774725 769993 762077 718761],[24532 39512  3534   151   925    20    98   497  2601],"[0.91522646 0.92865112 0.991328   0.99745487 0.9920948  0.9996599
 0.99957456 0.99916543 0.99645213]","[0.90610336 0.56507094 0.9599456  0.99848694 0.9903495  0.99908429
 0.99631343 0.9856242  0.96658101]","[0.84623111 0.74750637 0.96166773 0.98151176 0.9464202  0.98862813
 0.99098256 0.99509389 0.99700484]","[0.91967712 0.97543805 0.99523559 0.9973071  0.99233345 0.99967612
 0.99968711 0.9997796  0.99968567]","[0.8751444  0.64361029 0.96080589 0.98992659 0.96788666 0.99382871
 0.99364085 0.99033641 0.98155723]",0.9918457444119677,64.92460703849792,1353.9959437847137

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Validation,[56783  8862  4216  2293  5426   640    53   788  1462],[92109 13124  5599  3509  8309   593   499   147   567],[ 47338 170591 176440 186349 181366 190437 197764 180815 184276],[ 8749 12402 18724 12828  9878 13309  6663 23229 18674],"[0.50795935 0.87547017 0.88133906 0.92029915 0.91127384 0.93217842
 0.96505984 0.88595905 0.90613185]","[0.86649271 0.41676072 0.18378378 0.15164341 0.35454783 0.04588143
 0.0078916  0.03281009 0.07260628]","[0.38137039 0.40307468 0.42954661 0.39520855 0.39504914 0.51905921
 0.09601449 0.84278075 0.720552  ]","[0.33946948 0.92856326 0.96924285 0.98151777 0.95619349 0.99689578
 0.99748314 0.99918767 0.99693253]","[0.52963288 0.40980347 0.25742635 0.21918463 0.37370433 0.08431037
 0.01458448 0.06316127 0.13191969]",0.7870593131414639,14.223020792007446,1353.9959437847137

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Test,[43340 10758  9026  5669  9294  8417  2557  1981  4005],[97519 12573  7188  3663  6982   729   288    85   688],[ 75623 190976 193444 201816 195225 203645 201721 204624 201307],[ 8280 10455 15104 13614 13261 11971 20196 18072 18762],"[0.52928431 0.89754496 0.90081953 0.92313202 0.90993584 0.94349579
 0.9088636  0.91921677 0.91346402]","[0.83959706 0.50714185 0.37405719 0.29398952 0.41205941 0.41284089
 0.11238078 0.09878821 0.1759125 ]","[0.30768357 0.46110325 0.55667941 0.60747964 0.57102482 0.92029302
 0.89876977 0.9588577  0.85339868]","[0.43676866 0.93823109 0.96417321 0.98217336 0.96547103 0.99643301
 0.99857432 0.99958478 0.99659398]","[0.45033484 0.48302802 0.44745191 0.39622576 0.47868971 0.56998713
 0.19978123 0.17912202 0.29169701]",0.8482976713032335,15.586786031723022,1353.9959437847137

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Train,[233113  68044  87144  99778  92101  21841  26534  34333  77770],[22758 18719  6986  2256  1340  1121    86   154  2739],[512793 687251 701601 694763 699627 773855 770148 762091 716248],[28153 22803  1086    20  3749     0    49   239    60],"[0.93610704 0.94789017 0.98986969 0.99714364 0.99361334 0.99859315
 0.99983058 0.99950679 0.99648727]","[0.89224392 0.74899556 0.98769126 0.9997996  0.9608868  1.
 0.99815672 0.99308689 0.99922909]","[0.91105674 0.78425135 0.92578349 0.97788972 0.9856594  0.95118021
 0.99676935 0.99553455 0.96597896]","[0.95750545 0.97348471 0.99014094 0.99676336 0.99808836 0.9985535
 0.99988835 0.99979797 0.99619047]","[0.9015522  0.76621812 0.95573591 0.98872329 0.97311547 0.97497935
 0.99746255 0.99430921 0.98232274]",0.9952396384917253,63.85144233703613,1199.0642864704132

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Validation,[55486 11918  6314  2138  3248   808   527   864  3105],[87705 14046  6590  3447  4815  1274   394   155  2145],[ 51742 169669 175449 186411 184860 189756 197869 180807 182698],[10046  9346 16626 12983 12056 13141  6189 23153 17031],"[0.523117   0.88588099 0.88673962 0.91984545 0.91769401 0.92967572
 0.96788451 0.88629079 0.90644895]","[0.84670085 0.5604778  0.27523976 0.14139277 0.2122321  0.0579253
 0.07846933 0.03597452 0.15420143]","[0.38749642 0.45902018 0.48930564 0.3828111  0.40282773 0.38808838
 0.57220413 0.84789009 0.59142857]","[0.37105137 0.92354462 0.96379897 0.98184433 0.97461447 0.99333089
 0.99801274 0.99914347 0.98839556]","[0.53167116 0.5047006  0.35230443 0.20651019 0.27799889 0.10080469
 0.13801231 0.06902061 0.24462302]",0.8131048816572992,13.206061124801636,1199.0642864704132

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Test,[40095 14858 11845  6349  5585 11938  2916  2067  6443],[86493 15809  9253  3531  3469  1772   209   140  1990],[ 86649 187740 191379 201948 198738 202602 201800 204569 200005],[11525  6355 12285 12934 16970  8450 19837 17986 16324],"[0.56390315 0.90138902 0.90417419 0.92674473 0.90906381 0.95452078
 0.91081233 0.9193547  0.91851825]","[0.77673382 0.70041955 0.49088272 0.32925375 0.24761694 0.58554051
 0.12815892 0.10307685 0.28299732]","[0.31673618 0.48449473 0.56142762 0.64261134 0.61685443 0.87075128
 0.93312    0.93656547 0.76402229]","[0.5004505  0.9223332  0.95388074 0.98281576 0.98284431 0.99132962
 0.99896539 0.9993161  0.99014827]","[0.4499798  0.57278335 0.52379057 0.43541474 0.35338037 0.70021702
 0.22536518 0.18571429 0.41301282]",0.8637564871222878,14.75696063041687,1199.0642864704132

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Train,[236765  44973  66912  98460  95710  21831  26556  33698  76629],[57599  8954  1959  2396 21801   140    77   186  2171],[477952 697016 706628 694623 679166 774836 770157 762059 716816],[24501 45874 21318  1338   140    10    27   874  1201],"[0.89696505 0.93119123 0.97078752 0.99531386 0.97246419 0.99981175
 0.99986948 0.99866971 0.99576816]","[0.90622201 0.49504111 0.7583815  0.98659292 0.99853938 0.99954215
 0.99898431 0.97471943 0.98456893]","[0.8043273  0.83396072 0.97155552 0.97624336 0.81447694 0.99362796
 0.99710885 0.99451068 0.97244924]","[0.89244909 0.98731674 0.99723534 0.9965625  0.96889868 0.99981935
 0.99990003 0.99975598 0.99698047]","[0.8522398  0.62128559 0.85183417 0.98139085 0.8971649  0.99657628
 0.9980457  0.9845156  0.97847156]",0.9901547171637246,35.6376850605011,332.1957817077637

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Validation,[54866  8493  6555  4370 10463  1281   605  3566  6859],[67267  6330  5965  4228 17553  1117  1458   695  3308],[ 72180 177385 176074 185630 172122 189913 196805 180267 181535],[10666 12771 16385 10751  4841 12668  6111 20451 13277],"[0.61980008 0.90681484 0.89096444 0.92692422 0.89074978 0.93274921
 0.96307427 0.89683821 0.91908927]","[0.83723982 0.39940745 0.28574542 0.28900205 0.68367747 0.09183454
 0.09008338 0.14847816 0.34063369]","[0.44923158 0.57296094 0.5235623  0.50825773 0.37346516 0.53419516
 0.29326224 0.83689275 0.67463362]","[0.51761601 0.96554446 0.9672323  0.97773073 0.90745749 0.99415275
 0.99264613 0.99615941 0.98210373]","[0.58472278 0.47069582 0.36971235 0.36848096 0.48305633 0.156726
 0.13782891 0.2522102  0.45269445]",0.8443419468802832,5.451620578765869,332.1957817077637

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_128_0,One_hot,21,64,128,3,0,512,0.001,10,Test,[36553  9398 10077  7994 17612 12899  5908  6089  9537],[67889  5430  5883  4646 18422  1570   931   771  3153],[105253 198119 194749 200833 183785 202804 201078 203938 198842],[15067 11815 14053 11289  4943  7489 16845 13964 13230],"[0.63091626 0.9232744  0.91130173 0.92910278 0.89604559 0.95969514
 0.9209119  0.93444177 0.92710956]","[0.70811701 0.44303022 0.41761293 0.41456205 0.78084682 0.63267608
 0.25965807 0.30364534 0.41889577]","[0.34998372 0.63380092 0.63139098 0.63243671 0.48876061 0.89149216
 0.86386899 0.88760933 0.75153664]","[0.60789987 0.97332338 0.97067766 0.97738942 0.90889534 0.99231801
 0.99539129 0.99623368 0.9843907 ]","[0.46844203 0.52151716 0.50271888 0.50083012 0.601205   0.74010959
 0.39929711 0.45249508 0.53794737]",0.8849436133874449,6.217178583145142,332.1957817077637

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Train,[241750  77593  86356  99606  94178  21752  26551  34489  77237],[14560 17105  2729   705  1859    25    77   127   118],[520991 688865 705858 696314 699108 774951 770157 762118 718869],[19516 13254  1874   192  1672    89    32    83   593],"[0.95723485 0.96189966 0.99422327 0.99887427 0.99556862 0.99985693
 0.99986321 0.99973645 0.9991077 ]","[0.92530218 0.85410635 0.97876006 0.99807611 0.98255608 0.9959251
 0.99879622 0.99759921 0.99238083]","[0.94319379 0.81937317 0.96936634 0.99297186 0.98064288 0.998852
 0.99710831 0.99633118 0.99847457]","[0.97281305 0.97577093 0.99614867 0.99898855 0.99734795 0.99996774
 0.99990003 0.99983339 0.99983588]","[0.93416233 0.83637931 0.97404055 0.99551744 0.98159854 0.9973864
 0.99795155 0.99696479 0.99541837]",0.99760399455426,106.63884043693542,2667.7511324882507

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Validation,[56694 11148  3878  1667  3602   168   107   999   556],[94431 19287  4522  1989  4574   134   518   320   385],[ 45016 164428 177517 187869 185101 190896 197745 180642 184458],[ 8838 10116 19062 13454 11702 13781  6609 23018 19580],"[0.49619717 0.85655604 0.88494431 0.92466057 0.92059674 0.932115
 0.96523058 0.88614443 0.90259978]","[0.86513459 0.52426637 0.16904969 0.11024403 0.2353633  0.01204387
 0.0159321  0.04159554 0.02761224]","[0.3751464  0.36628881 0.46166667 0.4559628  0.44055773 0.55629139
 0.1712     0.75739196 0.59086079]","[0.32281799 0.89501674 0.97515917 0.98952375 0.97588507 0.99929854
 0.99738731 0.99823167 0.99791715]","[0.52335258 0.4312656  0.24747926 0.17755765 0.30681431 0.02357729
 0.02915134 0.07886012 0.05275893]",0.7790083390684732,24.693751335144043,2667.7511324882507

RefSeq,LSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Test,[43744 15413  9634  5044  5988  6720  2385  1787  3695],[98711 19603  5434  2298  3261   220   197   198   430],[ 74431 183946 195198 203181 198946 204154 201812 204511 201565],[ 7876  5800 14496 14239 16567 13668 20368 18266 19072],"[0.52577838 0.88697823 0.91132843 0.9264244  0.91178224 0.9382102
 0.90850322 0.91785088 0.91323266]","[0.84742348 0.72658276 0.39925404 0.26157756 0.26548437 0.32960565
 0.10482134 0.08911385 0.16229631]","[0.30707241 0.44017021 0.6393682  0.68700627 0.64742134 0.96829971
 0.92370256 0.90025189 0.89575758]","[0.42988414 0.90369395 0.97291559 0.98881638 0.98387296 0.99892354
 0.9990248  0.99903277 0.99787123]","[0.4507948  0.54822245 0.49155569 0.37889202 0.37655641 0.49180328
 0.18827709 0.16217443 0.27480292]",0.844922175464649,26.969427347183228,2667.7511324882507

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Train,[242045  85839  85647  99723  94387  21745  26565  34563  77732],[ 6374 17343  1403   489  1738    18    71   838   297],[529177 688627 707184 696530 699229 774958 770163 761407 718690],[19221  5008  2583    75  1463    96    18     9    98],"[0.96787845 0.97194964 0.9949976  0.99929218 0.99598277 0.99985693
 0.99988831 0.99893702 0.99950428]","[0.9264313  0.94487435 0.97072424 0.99924848 0.98473657 0.9956046
 0.99932288 0.99973967 0.99874085]","[0.97434174 0.83191836 0.98388283 0.99512034 0.98191938 0.99917291
 0.99733443 0.97632835 0.99619372]","[0.98809824 0.9754338  0.99802    0.99929844 0.99752057 0.99997677
 0.99990782 0.99890062 0.99958692]","[0.94978271 0.88480588 0.97725924 0.99718014 0.98332595 0.99738556
 0.99832766 0.98789533 0.99746566]",0.9988724321820034,101.28791284561157,2487.7403693199158

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Validation,[56768 13612  2567  1865  3576   274    69  1377  1071],[97476 16865  2082  1342  4412   140   355   523   605],[ 41971 166850 179957 188516 185263 190890 197908 180439 184238],[ 8764  7652 20373 13256 11728 13675  6647 22640 19065],"[0.481703   0.88039263 0.89045219 0.92878295 0.92126023 0.93260285
 0.9658404  0.88699818 0.90403895]","[0.86626381 0.64014296 0.11190061 0.1233384  0.2336644  0.01964299
 0.01027397 0.05733439 0.05318832]","[0.36804025 0.44663189 0.55216176 0.58154038 0.44767151 0.66183575
 0.16273585 0.72473684 0.63902148]","[0.30098173 0.9082002  0.98856289 0.99293156 0.97673916 0.99926713
 0.99820945 0.99710989 0.99672695]","[0.51659872 0.52615914 0.18608866 0.20351375 0.30705822 0.03815359
 0.01932773 0.1062623  0.09820282]",0.7971638025456409,23.185145616531372,2487.7403693199158

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Test,[42554 17742  8658  5685  5848  8161  2418  4463  4932],[95673 19433  3412  1253  2501   242   217   354  1216],[ 77469 184116 197220 204226 199706 204132 201792 204355 200779],[ 9066  3471 15472 13598 16707 12227 20335 15590 17835],"[0.53400041 0.89809665 0.91598224 0.93392566 0.91454071 0.94452354
 0.90856106 0.92906274 0.91523923]","[0.8243704  0.83637392 0.35880646 0.29481927 0.25927732 0.40028448
 0.1062717  0.22256022 0.21662933]","[0.30785592 0.47725622 0.71731566 0.8194004  0.70044317 0.97120076
 0.91764706 0.92651028 0.8022121 ]","[0.44743043 0.90452913 0.98299374 0.99390205 0.98763149 0.9988159
 0.99892579 0.99827072 0.99398005]","[0.44829784 0.60772762 0.47834254 0.43362191 0.37846233 0.56691327
 0.19048369 0.35890631 0.34113782]",0.8630705429301213,25.352649211883545,2487.7403693199158

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Train,[216366  69659  87672  97776  89230  21743  26542  34373  74483],[20248 22682 33482   386  1828     5    25   173   144],[515303 683288 675105 696633 699139 774971 770209 762072 718843],[44900 21188   558  2022  6620    98    41   199  3347],"[0.9182397  0.94494344 0.95728003 0.99697798 0.98939782 0.99987074
 0.99991717 0.99953314 0.99561882]","[0.8281445  0.76677271 0.99367562 0.97973907 0.93093375 0.99551303
 0.99845766 0.9942439  0.95699602]","[0.91442603 0.75436697 0.72364099 0.99606772 0.97992488 0.99977009
 0.99905898 0.99499218 0.9980704 ]","[0.96219221 0.96787116 0.95274822 0.99944621 0.99739217 0.99999355
 0.99996754 0.99977304 0.99979972]","[0.86914919 0.76051925 0.83742788 0.98783593 0.95480129 0.99763702
 0.99875823 0.9946179  0.97710174]",0.9934483206776099,44.35791277885437,552.3634355068207

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Validation,[46952 11886 15032  2706  7207   941   489  4188  4128],[50558 15608 30805  3026  6377   668  1196  1212  2000],[ 88889 168107 151234 186832 183298 190362 197067 179750 182843],[18580  9378  7908 12415  8097 13008  6227 19829 16008],"[0.66270691 0.87810459 0.81113675 0.92467033 0.92938789 0.93328097
 0.96378653 0.89735046 0.9121471 ]","[0.71647439 0.55897291 0.65527463 0.17895642 0.47092263 0.06746003
 0.0728112  0.17437648 0.20500596]","[0.48150959 0.4323125  0.32794467 0.47208653 0.53055065 0.5848353
 0.29020772 0.77555556 0.67362924]","[0.63743931 0.91504232 0.83077802 0.98406177 0.96637933 0.99650317
 0.99396761 0.99330246 0.98918001]","[0.57594976 0.48755076 0.43712288 0.259531   0.49896151 0.12096671
 0.11641471 0.28473332 0.31434663]",0.843933421672412,8.238944292068481,552.3634355068207

RefSeq,CNNNet_RefSeq_One_hot_2_64_3_256_0,One_hot,21,64,256,3,0,512,0.001,10,Test,[27754 13039 17845  7169 12200 11387  5649  7374  7330],[51581 14411 34368  3063  6832  1025   711  1149  1875],[121561 189138 166264 202416 195375 203349 201298 203560 200120],[23866  8174  6285 12114 10355  9001 17104 12679 15437],"[0.66432493 0.89951593 0.81912868 0.93247524 0.92353245 0.95539282
 0.92073838 0.93847714 0.9229763 ]","[0.53765982 0.61467025 0.73953585 0.37177825 0.54090002 0.55851481
 0.24827495 0.36772553 0.32195722]","[0.34983299 0.47500911 0.34177312 0.70064504 0.64102564 0.91741863
 0.88820755 0.86518831 0.79630636]","[0.70208846 0.92920132 0.8287013  0.98509337 0.96621284 0.99498468
 0.99648035 0.99438715 0.99071759]","[0.4238708  0.53588969 0.46749538 0.48578689 0.58672181 0.69432927
 0.38807406 0.51609742 0.45852621]",0.8785801690163259,8.62639045715332,552.3634355068207

RefSeq,LSTMNet_RefSeq_One_hot_2_128_3_16_0,One_hot,21,128,16,3,0,512,0.001,10,Train,[238452  42628  85094  99513  92200  21830  26528  34036  76084],[52892 15519  6025  1433  2502   568   650   297   566],[482659 690451 702562 695586 698465 774408 769584 761948 718421],[22814 48219  3136   285  3650    11    55   536  1746],"[0.90498948 0.92000924 0.98850301 0.99784392 0.99227928 0.99927336
 0.99911523 0.99895459 0.99709846]","[0.91267903 0.46922848 0.96445653 0.99714423 0.96191967 0.99949636
 0.99793101 0.98449612 0.97756649]","[0.81845516 0.73310747 0.93387768 0.98580429 0.97358028 0.97464059
 0.9760836  0.99134943 0.99261579]","[0.90123816 0.97801748 0.99149716 0.9979441  0.99643065 0.99926707
 0.9991561  0.99961036 0.99921278]","[0.86300284 0.57221096 0.94892082 0.99144184 0.96771485 0.986912
 0.9868864  0.98791089 0.98503366]",0.9897542581081284,63.468143463134766,1152.695381641388

RefSeq,LSTMNet_RefSeq_One_hot_2_128_3_16_0,One_hot,21,128,16,3,0,512,0.001,10,Validation,[57951  7705  3961  1326  3672   239   225   396  1398],[100202  10419   7435   2158   5521    766    930    181    494],[ 39245 173296 174604 187700 184154 190264 197333 180781 184349],[ 7581 13559 18979 13795 11632 13710  6491 23621 18738],"[0.4741754  0.88302216 0.87113802 0.92217252 0.91631826 0.92937813
 0.96379629 0.88388079 0.90617575]","[0.88431606 0.36234951 0.17266783 0.08769261 0.23993727 0.01713384
 0.03350208 0.01648832 0.06942789]","[0.36642365 0.4251269  0.3475781  0.38059701 0.39943435 0.23781095
 0.19480519 0.68630849 0.73890063]","[0.28143309 0.94328716 0.9591571  0.98863361 0.97089232 0.99599016
 0.99530926 0.99899979 0.99732746]","[0.51814829 0.39123591 0.23071994 0.14254233 0.29979181 0.03196469
 0.0571719  0.03220298 0.12692936]",0.7634246626820895,13.078494787216187,1152.695381641388

RefSeq,LSTMNet_RefSeq_One_hot_2_128_3_16_0,One_hot,21,128,16,3,0,512,0.001,10,Test,[44733  9550  9002  5048  5245  8015  3242  1397  3642],[108045   9888   8159   2662   4059   1098    420    161    396],[ 65097 193661 192473 202817 198148 203276 201589 204548 201599],[ 6887 11663 15128 14235 17310 12373 19511 18656 19125],"[0.48865022 0.90411635 0.89639263 0.9248227  0.9049261  0.94006549
 0.91132398 0.91628033 0.91314813]","[0.86658272 0.45019563 0.37306258 0.26178499 0.23254267 0.39312341
 0.14248671 0.06966539 0.15996838]","[0.29279739 0.49130569 0.52456151 0.65473411 0.56373603 0.87951278
 0.88530857 0.89666239 0.90193165]","[0.37597463 0.95142202 0.95933351 0.9870449  0.97992651 0.9946275
 0.99792088 0.99921352 0.99803956]","[0.43770487 0.46985314 0.43602722 0.37402289 0.32926332 0.54337141
 0.24546659 0.12928601 0.27174035]",0.8342637022020979,14.265419006347656,1152.695381641388

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_128_3_16_0,One_hot,21,128,16,3,0,512,0.001,10,Train,[240751  58267  80536  98076  94390  21841  26326  33855  77640],[40278 17230  1371   315  3454  1460   164   106   757],[495273 688740 707216 696704 697513 773516 770070 762139 718230],[20515 32580  7694  1722  1460     0   257   717   190],"[0.92370519 0.93748878 0.98862349 0.99744358 0.99383296 0.99816771
 0.99947165 0.99896714 0.99881152]","[0.92147849 0.64137506 0.9127961  0.98274515 0.98476787 1.
 0.99033217 0.97926067 0.99755878]","[0.85667671 0.77177901 0.9832615  0.99679849 0.96469891 0.93734174
 0.99380898 0.99687877 0.99034402]","[0.92479148 0.97559386 0.99806516 0.99954808 0.99507252 0.99811607
 0.99978708 0.99986094 0.99894713]","[0.88789681 0.70056028 0.94671941 0.98972193 0.97463009 0.96765761
 0.99206753 0.98799119 0.99393831]",0.9934647183247528,57.46260404586792,995.7437610626221

RefSeq,CNNLSTMNet_RefSeq_One_hot_2_128_3_16_0,One_hot,21,128,16,3,0,512,0.001,10,Validation,[58700 10455  2443  1127  4426  1697   416   514  2648],[99755 10213  2704  1119  6158  1068   392   207   937],[ 39692 173502 179335 188739 183517 189962 197871 180755 183906],[ 6832 10809 20497 13994 10878 12252  6300 23503 17488],"[0.48001015 0.89744315 0.8868128  0.9262705  0.91688905 0.93501773
 0.96735275 0.88432961 0.91011274]","[0.89574559 0.49167607 0.1064952  0.07453211 0.28920544 0.12165747
 0.06194163 0.02140151 0.13150576]","[0.37045218 0.50585446 0.47464542 0.50178094 0.41817838 0.61374322
 0.51485149 0.71289875 0.73863319]","[0.28463861 0.94440846 0.98514604 0.99410612 0.96753394 0.99440926
 0.99802283 0.99885611 0.99493083]","[0.52413756 0.4986645  0.17395948 0.12978638 0.34193449 0.2030633
 0.11057948 0.0415555  0.22326209]",0.8021198916509324,11.495721101760864,995.7437610626221

